Number of Records,Ace1,Ace2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,Break1,Break2,Country1,Country2,Double1,Double2,Error1,Error2,fastServe1,fastServe2,firstPointWon1,firstPointWon2,firstServe1,firstServe2,Gender,Net1,Net2,Player1,Player2,Results,Return1,Return2,Round,secPointWon1,secPointWon2,Total1,Total2,Winner1,Winner2,Winner,Year
1,21,16,,,,,0.16,0.38,USA,ESP,6,3,50,62,,,0.77,0.75,0.62,0.55,m,0.63,0.67,Bobby Reynolds,Nicolas Almagro,5-7 6-4 7-6(7) 7-6(5),0.35,0.33,First,0.56,0.54,162,159,42,58,Bobby Reynolds,2005
1,1,4,,,,,0.28,0.17,GER,DEN,3,9,29,43,,,0.8,0.68,0.59,0.53,m,0.73,0.62,Philipp Kohlschreiber,Kenneth Carlsen,7-6(2) 6-2 6-1,0.48,0.31,First,0.58,0.43,115,84,31,19,Philipp Kohlschreiber,2005
1,3,4,157,170,141,141,0.35,0.41,ARG,ESP,5,4,53,61,189,194,0.65,0.6,0.64,0.61,m,0.66,0.69,David Nalbandian,David Ferrer,7-6(1) 4-6 4-6 6-3 6-4,0.44,0.43,First,0.47,0.53,171,165,44,38,David Nalbandian,2005
1,6,1,,,,,0.38,0.07,ROU,ITA,0,7,20,37,,,0.66,0.69,0.68,0.52,m,0.56,0.72,Victor Hanescu,Filippo Volandri,6-3 6-4 7-6(1),0.39,0.32,First,0.71,0.62,116,96,25,43,Victor Hanescu,2005
1,7,4,,,,,0.8,0,RUS,GER,5,1,22,31,,,0.8,0.57,0.6,0.57,m,0.29,0.65,Igor Andreev,Lars Burgsmuller,7-6(2) 6-1 6-2,0.43,0.29,First,0.66,0.61,99,73,24,14,Igor Andreev,2005
1,9,13,167,193,148,148,0.31,0.29,CHI,ARG,10,4,52,41,205,215,0.73,0.7,0.58,0.57,m,0.59,0.54,Fernando Gonzalez,Jose Acasuso,3-6 3-6 6-3 6-3 7-5,0.36,0.36,First,0.52,0.56,154,152,59,50,Fernando Gonzalez,2005
1,12,2,188,186,149,149,0.63,0,AUS,FRA,2,1,23,32,209,210,0.87,0.68,0.66,0.53,m,1,0.59,Lleyton Hewitt,Arnaud Clement,6-3 6-4 6-1,0.43,0.28,First,0.48,0.45,88,63,28,15,Lleyton Hewitt,2005
1,8,6,,,,,0.44,0.23,ESP,ESP,7,5,55,33,,,0.72,0.76,0.54,0.58,m,0.69,0.52,Santiago Ventura,Alex Calatrava,3-6 6-3 6-4 4-6 6-4,0.33,0.35,First,0.61,0.61,154,154,65,31,Santiago Ventura,2005
1,13,4,,,,,0.58,0.29,AUS,BRA,8,4,44,50,,,0.72,0.62,0.57,0.66,m,0.54,0.57,Nathan Healey,Flavio Saretta,4-6 4-6 6-1 5-0 ret.,0.44,0.4,First,0.53,0.48,113,103,43,24,Nathan Healey,2005
1,1,2,173,183,144,144,0.8,0.67,ESP,FRA,1,6,16,34,193,199,0.77,0.51,0.77,0.53,m,0.67,0.44,Rafael Nadal,Julien Benneteau,6-0 6-4 6-2,0.59,0.3,First,0.54,0.36,82,45,27,8,Rafael Nadal,2005
1,3,15,167,191,170,170,0.5,0,ARG,AUS,0,7,4,42,183,213,0.85,0.75,0.74,0.48,m,0.78,0.55,Juan Ignacio Chela,Wayne Arthurs,6-4 7-6(4) 7-6(1),0.34,0.2,First,0.64,0.57,119,99,37,59,Juan Ignacio Chela,2005
1,8,9,191,188,146,146,0.35,0.29,ARG,AUS,7,3,49,23,209,215,0.82,0.69,0.66,0.59,m,0.68,0.54,Mariano Zabaleta,Marc Kimmich,6-4 6-2 6-7(5) 6-3,0.39,0.25,First,0.61,0.49,138,112,62,27,Mariano Zabaleta,2005
1,8,8,,,,,0.39,0.19,MON,AUT,15,7,59,70,,,0.7,0.7,0.51,0.54,m,0.65,0.69,Jean-Rene Lisnard,Oliver Marach,5-7 5-7 6-1 6-4 7-5,0.4,0.4,First,0.49,0.49,196,190,52,53,Jean-Rene Lisnard,2005
1,1,4,189,181,141,141,0.71,0,RUS,FRA,0,4,25,27,201,197,0.85,0.53,0.59,0.57,m,0.8,0.6,Mikhail Youzhny,Jerome Haehnel,6-2 6-2 7-5,0.43,0.16,First,0.82,0.69,96,62,25,19,Mikhail Youzhny,2005
1,14,1,193,180,149,149,0.38,0.3,GBR,SWE,9,8,35,36,230,209,0.74,0.67,0.57,0.56,m,0.59,0.65,Greg Rusedski,Jonas Bjorkman,2-6 6-4 6-0 7-6(7),0.41,0.37,First,0.6,0.57,129,121,45,48,Greg Rusedski,2005
1,3,3,,,,,0.42,0.75,RUS,CRO,3,1,29,24,,,0.66,0.47,0.69,0.59,m,0.8,0.56,Nikolay Davydenko,Roko Karanusic,6-2 7-5 6-2,0.53,0.36,First,0.67,0.47,99,72,27,15,Nikolay Davydenko,2005
1,5,2,,,,,0.38,0.6,BRA,ESP,4,7,14,45,,,0.8,0.65,0.69,0.6,m,0.76,0.63,Ricardo Mello,Alberto Martin,6-3 6-3 7-6(5),0.48,0.34,First,0.42,0.38,123,100,28,44,Ricardo Mello,2005
1,5,6,,,,,0.33,0.5,ESP,LUX,2,4,15,35,,,0.82,0.6,0.64,0.59,m,0.89,0.5,Fernando Verdasco,Gilles Muller,6-3 6-0 6-4,0.48,0.26,First,0.65,0.45,92,62,29,19,Fernando Verdasco,2005
1,0,2,,,,,0.5,1,AUT,NED,1,1,9,9,,,0.71,0.5,0.41,0.4,m,0.67,0.5,Jurgen Melzer,Raemon Sluiter,3-3 ret.,0.5,0.41,First,0.56,0.55,20,17,3,3,Jurgen Melzer,2005
1,11,5,194,185,162,162,0.56,0,USA,GEO,0,7,19,38,226,210,0.85,0.54,0.66,0.67,m,0.69,0.3,Andy Roddick,Irakli Labadze,7-5 6-2 6-1,0.47,0.18,First,0.75,0.7,96,56,30,22,Andy Roddick,2005
1,2,4,168,201,154,154,0.7,0.5,ARG,CZE,5,3,15,44,201,217,0.81,0.56,0.62,0.47,m,0.88,0.38,Guillermo Coria,Tomas Berdych,6-2 6-4 6-0,0.54,0.29,First,0.67,0.39,85,51,20,19,Guillermo Coria,2005
1,4,2,178,183,157,157,0.57,0.23,GBR,FRA,4,4,37,35,197,207,0.68,0.59,0.63,0.61,m,0.62,0.44,Tim Henman,Cyril Saulnier,6-1 6-2 4-6 6-3,0.47,0.37,First,0.62,0.49,128,104,32,31,Tim Henman,2005
1,3,4,,,,,0.5,0.25,FRA,FRA,2,5,18,29,,,0.73,0.64,0.65,0.64,m,0.79,0.55,Sebastien Grosjean,Michael Llodra,6-3 6-4 6-3,0.48,0.36,First,0.5,0.37,105,81,28,26,Sebastien Grosjean,2005
1,5,2,,,,,0.41,0.5,CZE,ESP,2,9,32,29,,,0.82,0.61,0.71,0.54,m,0.79,0.58,Jan Hernych,Felix Mantilla,6-4 6-7(5) 6-1 6-0,0.47,0.25,First,0.57,0.45,134,91,52,16,Jan Hernych,2005
1,7,16,172,202,165,165,0.25,0.14,ARG,AUS,3,8,12,32,197,231,0.8,0.68,0.69,0.55,m,0.76,0.52,Guillermo Canas,Chris Guccione,6-4 6-2 7-6(4),0.43,0.3,First,0.47,0.44,121,97,57,61,Guillermo Canas,2005
1,9,11,173,193,146,146,0.25,0.1,CHI,FRA,6,8,45,62,202,213,0.81,0.71,0.57,0.55,m,0.67,0.71,Nicolas Massu,Antony Dupuis,6-7(7) 7-6(2) 6-3 6-2,0.38,0.28,First,0.67,0.57,160,133,49,54,Nicolas Massu,2005
1,30,9,,,,,0.38,0.45,FRA,FRA,12,9,53,44,,,0.78,0.66,0.57,0.6,m,0.49,0.76,Gregory Carraz,Paul-Henri Mathieu,6-4 5-7 7-5 7-6(5),0.42,0.38,First,0.5,0.53,160,151,75,50,Gregory Carraz,2005
1,10,3,,,,,0.31,0.18,CZE,USA,8,5,60,37,,,0.77,0.68,0.59,0.65,m,0.64,0.61,Radek Stepanek,Vince Spadea,6-3 5-7 4-6 7-5 6-3,0.33,0.33,First,0.59,0.71,163,160,67,34,Radek Stepanek,2005
1,9,6,,,,,0.55,0.33,ROU,FRA,1,1,22,34,,,0.76,0.57,0.72,0.51,m,0.78,0.55,Andrei Pavel,Olivier Mutis,6-4 6-4 6-0,0.48,0.31,First,0.55,0.48,96,68,43,27,Andrei Pavel,2005
1,5,2,185,175,127,127,0.58,0,USA,GER,4,4,17,27,205,194,0.83,0.54,0.53,0.44,m,0.77,0.58,James Blake,Florian Mayer,6-1 6-2 6-0,0.55,0.28,First,0.69,0.44,90,50,31,13,James Blake,2005
1,7,8,,,,,0.43,0.5,BEL,ESP,2,3,22,41,,,0.8,0.64,0.68,0.64,m,0.71,0.5,Christophe Rochus,Albert Montanes,6-2 6-3 6-3,0.5,0.28,First,0.6,0.28,97,67,34,20,Christophe Rochus,2005
1,7,3,,,,,0.83,0.33,SVK,SWE,6,2,23,27,,,0.74,0.55,0.58,0.45,m,1,0,Dominik Hrbaty,Robin Soderling,6-4 6-2 1-0 ret.,0.55,0.37,First,0.63,0.41,61,42,18,8,Dominik Hrbaty,2005
1,10,10,,,,,0.67,0,JPN,USA,1,2,13,14,,,0.8,0.76,0.63,0.57,m,0.7,0.67,Takao Suzuki,Jan-Michael Gambill,6-4 6-3 6-3,0.37,0.25,First,0.69,0.49,93,74,34,33,Takao Suzuki,2005
1,4,5,164,168,133,133,0.47,0.83,CZE,TPE,1,5,33,65,197,186,0.59,0.64,0.63,0.63,m,0.78,0.69,Tomas Zib,Jimmy Wang,7-6(5) 6-2 6-4,0.51,0.44,First,0.53,0.26,112,96,20,36,Tomas Zib,2005
1,11,14,,,,,0.67,0,ESP,AUS,5,9,13,31,,,0.82,0.76,0.54,0.46,m,0.64,0.6,Feliciano Lopez,Paul Baccanello,7-5 7-5 6-2,0.36,0.25,First,0.76,0.64,104,87,32,43,Feliciano Lopez,2005
1,24,8,186,185,139,139,0.38,0.5,SWE,AUS,7,8,61,61,220,205,0.82,0.67,0.5,0.58,m,0.69,0.73,Thomas Johansson,Peter Luczak,7-6(5) 4-6 6-3 4-6 6-0,0.37,0.33,First,0.53,0.57,159,147,61,51,Thomas Johansson,2005
1,1,16,168,183,148,148,0.41,0.35,BEL,GER,5,8,38,64,185,209,0.67,0.62,0.57,0.58,m,0.67,0.58,Olivier Rochus,Nicolas Kiefer,7-5 2-6 3-6 6-2 6-3,0.43,0.39,First,0.52,0.51,149,138,48,62,Olivier Rochus,2005
1,9,7,,,,,0.75,0.64,ARM,ESP,7,3,69,47,,,0.76,0.65,0.6,0.64,m,0.56,0.67,Sargis Sargsian,David Sanchez-Munoz,7-6(5) 4-6 1-6 6-4 6-2,0.4,0.38,First,0.41,0.53,148,145,60,38,Sargis Sargsian,2005
1,13,8,178,165,139,139,0.29,0.5,USA,KOR,3,3,43,50,199,196,0.73,0.65,0.65,0.66,m,0.63,0.62,Kevin Kim,Hyung-Taik Lee,3-6 6-4 6-3 3-6 6-1,0.41,0.36,First,0.5,0.5,147,140,57,43,Kevin Kim,2005
1,9,5,188,181,157,157,0.8,1,NED,TPE,1,6,17,28,209,202,0.87,0.71,0.63,0.63,m,0.64,0.46,Peter Wessels,Yen-Hsun Lu,6-3 6-4 6-4,0.4,0.18,First,0.73,0.43,90,62,31,23,Peter Wessels,2005
1,2,10,172,183,141,141,0.83,0.4,ARG,USA,6,10,26,39,202,202,0.77,0.73,0.64,0.44,m,0.85,0.58,Gaston Gaudio,Justin Gimelstob,7-6(3) 6-4 6-3,0.42,0.31,First,0.66,0.57,108,88,37,27,Gaston Gaudio,2005
1,1,1,197,181,149,149,0.69,1,RUS,SRB,1,5,20,30,210,201,0.93,0.41,0.53,0.59,m,0.95,0.27,Marat Safin,Novak Djokovic,6-0 6-2 6-1,0.68,0.25,First,0.54,0.19,83,34,19,4,Marat Safin,2005
1,4,26,,,,,0.25,0,CZE,CRO,3,7,10,41,,,0.84,0.76,0.69,0.59,m,0.75,0.43,Bohdan Ulihrach,Ivo Karlovic,6-3 6-7(6) 7-5 6-2,0.35,0.22,First,0.7,0.58,138,113,45,55,Bohdan Ulihrach,2005
1,6,2,,,,,0.4,0,GER,FRA,2,3,36,50,,,0.8,0.6,0.61,0.64,m,0.72,0.67,Rainer Schuettler,Olivier Patience,7-6(3) 6-3 6-2,0.42,0.26,First,0.64,0.54,114,87,37,28,Rainer Schuettler,2005
1,15,3,,,,,0.5,0.8,FRA,USA,8,3,39,28,,,0.79,0.66,0.54,0.63,m,0.75,0.44,Gael Monfils,Robby Ginepri,1-6 6-3 6-4 7-6(6),0.36,0.38,First,0.48,0.64,125,131,48,31,Gael Monfils,2005
1,14,7,,,,,0.53,0.31,CZE,SWE,9,7,42,49,,,0.73,0.67,0.42,0.51,m,0.82,0.47,Michal Tabara,Thomas Enqvist,3-6 6-2 6-3 6-3,0.47,0.4,First,0.51,0.38,121,103,37,26,Michal Tabara,2005
1,9,7,185,180,151,151,0.32,0.57,THA,ITA,2,2,57,41,202,201,0.7,0.62,0.61,0.75,m,0.55,0.6,Paradorn Srichaphan,Potito Starace,1-6 6-2 7-5 6-4,0.39,0.38,First,0.52,0.61,121,122,45,31,Paradorn Srichaphan,2005
1,15,16,,,,,0.71,0.5,ARG,BLR,10,4,48,44,,,0.74,0.77,0.6,0.69,m,0.79,0.6,Agustin Calleri,Max Mirnyi,6-4 5-7 6-4 4-6 6-4,0.32,0.35,First,0.62,0.52,154,157,71,53,Agustin Calleri,2005
1,8,3,,,,,0.64,0.6,USA,FRA,9,5,32,19,,,0.78,0.55,0.65,0.67,m,0.64,0.59,Taylor Dent,Florent Serra,7-5 6-2 6-4,0.47,0.37,First,0.36,0.5,102,83,42,22,Taylor Dent,2005
1,3,5,,,,,0.7,0.57,FIN,ITA,3,2,33,41,,,0.71,0.63,0.62,0.66,m,0.71,0.73,Jarkko Nieminen,Davide Sanguinetti,3-6 6-4 6-3 6-2,0.44,0.33,First,0.61,0.42,107,86,23,24,Jarkko Nieminen,2005
1,10,12,,,,,0.71,0.44,SRB,ITA,6,6,57,62,,,0.7,0.72,0.54,0.42,m,0.76,0.52,Janko Tipsarevic,Daniele Bracciali,7-6(4) 7-6(6) 3-6 6-1,0.39,0.36,First,0.63,0.58,143,135,42,47,Janko Tipsarevic,2005
1,10,0,,,,,0.35,,CRO,ESP,1,6,19,32,,,0.8,0.57,0.68,0.53,m,0.76,0.71,Mario Ancic,Oscar Hernandez,6-3 6-2 6-1,0.51,0.23,First,0.75,0.49,95,58,32,10,Mario Ancic,2005
1,5,5,176,172,135,135,0.5,0.4,ESP,AUS,3,3,39,36,201,197,0.74,0.64,0.6,0.62,m,0.62,0.61,Tommy Robredo,Scott Draper,5-7 6-2 6-4 6-2,0.45,0.34,First,0.59,0.43,122,99,40,25,Tommy Robredo,2005
1,7,2,,,,,0.44,0.5,GER,ESP,3,3,30,46,,,0.67,0.54,0.52,0.61,m,0.75,0.45,Bjorn Phau,Albert Costa,6-3 7-6(4) 6-3,0.5,0.36,First,0.66,0.47,124,100,47,20,Bjorn Phau,2005
1,14,6,,,,,0.57,0,CRO,PER,2,4,19,27,,,0.84,0.63,0.64,0.77,m,0.73,0.5,Ivan Ljubicic,Luis Horna,6-4 6-3 6-3,0.42,0.17,First,0.8,0.42,93,60,40,21,Ivan Ljubicic,2005
1,10,10,185,183,143,143,0.36,0,GER,BEL,0,1,27,35,201,204,0.87,0.62,0.59,0.49,m,0.72,0.4,Tommy Haas,Xavier Malisse,6-3 6-2 6-3,0.46,0.2,First,0.7,0.48,100,69,33,29,Tommy Haas,2005
1,19,6,193,175,151,151,0.44,0.45,USA,ARG,8,2,81,46,217,201,0.78,0.6,0.54,0.69,m,0.67,0.64,Mardy Fish,Juan Monaco,2-6 6-0 6-4 4-6 9-7,0.41,0.37,First,0.46,0.57,168,155,69,33,Mardy Fish,2005
1,4,1,178,159,138,138,0.39,0,SUI,FRA,1,2,23,20,204,193,0.8,0.49,0.6,0.69,m,0.76,0.4,Roger Federer,Fabrice Santoro,6-1 6-1 6-2,0.53,0.29,First,0.56,0.43,100,66,54,9,Roger Federer,2005
1,12,6,,,,,0.4,0.25,CYP,ITA,3,10,40,44,,,0.71,0.68,0.58,0.55,m,0.59,0.67,Marcos Baghdatis,Federico Luzzi,6-1 3-6 6-1 3-6 6-3,0.44,0.34,First,0.63,0.49,147,121,56,41,Marcos Baghdatis,2005
1,13,6,193,181,143,143,0.5,0.19,ESP,ESP,6,4,46,49,207,212,0.69,0.69,0.51,0.64,m,0.79,0.61,Guillermo Garcia-Lopez,Carlos Moya,7-5 6-3 3-6 6-3,0.39,0.35,First,0.61,0.45,125,113,43,31,Guillermo Garcia-Lopez,2005
1,9,3,175,170,135,135,0.41,0,SVK,AUS,8,3,33,38,193,196,0.81,0.54,0.4,0.66,m,0.94,0.37,Karol Beck,Todd Reid,6-2 6-2 6-1,0.51,0.34,First,0.57,0.39,105,74,38,11,Karol Beck,2005
1,17,7,194,168,149,149,0.67,0,SWE,NED,3,3,38,23,228,183,0.84,0.7,0.58,0.71,m,0.86,0.67,Joachim Johansson,Sjeng Schalken,7-6(6) 6-2 6-3,0.38,0.21,First,0.72,0.41,97,74,43,16,Joachim Johansson,2005
1,8,6,173,181,146,146,0.35,0.5,USA,GER,5,5,26,33,201,194,0.85,0.53,0.59,0.51,m,0.75,0.67,Andre Agassi,Dieter Kindlmann,6-4 6-3 6-0,0.55,0.28,First,0.65,0.42,108,68,33,21,Andre Agassi,2005
1,11,6,185,197,146,146,0.67,0.3,SUI,CYP,6,2,48,48,209,217,0.71,0.71,0.53,0.48,m,0.78,0.52,Roger Federer,Marcos Baghdatis,5-7 7-5 6-0 6-2,0.46,0.38,Final,0.51,0.37,142,116,50,34,Roger Federer,2006
1,7,14,186,196,154,154,0.32,0.25,SUI,GER,5,7,33,53,205,222,0.71,0.71,0.66,0.51,m,0.79,0.7,Roger Federer,Nicolas Kiefer,6-3 5-7 6-0 6-2,0.45,0.3,semi,0.67,0.38,129,99,39,33,Roger Federer,2006
1,15,5,196,170,148,148,0.62,0.41,CYP,ARG,2,1,41,56,218,193,0.7,0.63,0.56,0.67,m,0.63,0.81,Marcos Baghdatis,David Nalbandian,3-6 5-7 6-3 6-4 6-4,0.41,0.39,semi,0.5,0.5,152,143,52,48,Marcos Baghdatis,2006
1,6,1,189,173,151,151,0.4,0.5,SUI,RUS,0,2,52,48,210,209,0.74,0.7,0.62,0.77,m,0.6,0.72,Roger Federer,Nikolay Davydenko,6-4 3-6 7-6(7) 7-6(5),0.36,0.34,quarter,0.53,0.42,144,139,46,30,Roger Federer,2006
1,4,12,189,183,139,139,0.56,0.69,GER,FRA,9,2,67,55,220,215,0.62,0.64,0.45,0.51,m,0.58,0.59,Nicolas Kiefer,Sebastien Grosjean,6-3 0-6 6-4 6-7(1) 8-6,0.41,0.44,quarter,0.51,0.53,160,169,34,59,Nicolas Kiefer,2006
1,2,4,173,173,133,133,0.53,0.33,ARG,FRA,0,1,17,15,191,194,0.74,0.59,0.61,0.61,m,0.81,0.4,David Nalbandian,Fabrice Santoro,7-5 6-0 6-0,0.57,0.27,quarter,0.72,0.2,90,50,47,18,David Nalbandian,2006
1,8,14,196,193,154,154,0.27,0.22,CYP,CRO,4,3,26,57,213,220,0.8,0.71,0.53,0.64,m,0.67,0.7,Marcos Baghdatis,Ivan Ljubicic,6-4 6-2 4-6 3-6 6-3,0.35,0.3,quarter,0.6,0.54,146,139,47,61,Marcos Baghdatis,2006
1,5,2,196,181,146,146,0.71,0.22,GER,ARG,3,0,33,22,218,194,0.84,0.63,0.46,0.57,m,0.76,0.5,Nicolas Kiefer,Juan Ignacio Chela,7-6(4) 6-3 6-3,0.41,0.34,Fourth,0.51,0.53,101,87,41,24,Nicolas Kiefer,2006
1,12,3,193,185,152,152,0.57,0.75,FRA,FRA,3,4,23,49,212,207,0.94,0.52,0.43,0.49,m,0.6,0.57,Sebastien Grosjean,Paul-Henri Mathieu,7-5 6-2 6-2,0.51,0.33,Fourth,0.46,0.47,93,68,29,17,Sebastien Grosjean,2006
1,10,5,191,191,152,152,0.55,0.22,SUI,GER,1,0,58,36,217,209,0.78,0.63,0.58,0.64,m,0.66,0.69,Roger Federer,Tommy Haas,6-4 6-0 3-6 4-6 6-2,0.39,0.33,Fourth,0.53,0.57,143,127,66,31,Roger Federer,2006
1,6,7,178,185,143,143,0.67,0.43,RUS,SVK,3,6,60,77,212,215,0.59,0.72,0.69,0.5,m,0.52,0.66,Nikolay Davydenko,Dominik Hrbaty,4-6 4-6 6-4 6-2 6-3,0.44,0.4,Fourth,0.62,0.41,161,148,31,36,Nikolay Davydenko,2006
1,6,0,178,170,143,143,0.56,0.5,FRA,ESP,0,2,14,41,197,193,0.63,0.53,0.6,0.73,m,0.61,0.73,Fabrice Santoro,David Ferrer,6-4 7-5 7-5,0.52,0.44,Fourth,0.47,0.34,108,92,19,53,Fabrice Santoro,2006
1,12,12,202,185,149,149,0.57,0,CRO,SWE,1,7,16,27,222,215,0.77,0.81,0.53,0.46,m,0.68,0.63,Ivan Ljubicic,Thomas Johansson,6-2 6-4 6-4,0.41,0.26,Fourth,0.71,0.41,97,75,39,26,Ivan Ljubicic,2006
1,16,15,199,207,173,173,0.3,0.22,CYP,USA,1,4,26,31,218,226,0.72,0.74,0.48,0.6,m,0.64,0.57,Marcos Baghdatis,Andy Roddick,6-4 1-6 6-3 6-4,0.33,0.36,Fourth,0.57,0.56,116,117,63,39,Marcos Baghdatis,2006
1,3,9,173,175,151,151,0.32,1,ARG,ESP,2,6,28,37,193,209,0.73,0.62,0.65,0.68,m,0.83,0.71,David Nalbandian,Tommy Robredo,6-3 6-0 2-6 6-2,0.48,0.3,Fourth,0.66,0.32,116,87,33,24,David Nalbandian,2006
1,6,5,188,201,165,165,0.27,0,SUI,BLR,2,6,10,25,205,220,0.79,0.69,0.67,0.67,m,0.75,0.53,Roger Federer,Max Mirnyi,6-3 6-4 6-3,0.44,0.19,Third,0.87,0.31,104,74,48,22,Roger Federer,2006
1,13,5,201,176,144,144,0.36,0.33,GER,ESP,4,2,34,43,222,201,0.87,0.6,0.51,0.64,m,0.67,0.72,Nicolas Kiefer,Juan Carlos Ferrero,6-3 6-2 5-7 6-2,0.4,0.28,Third,0.56,0.58,125,104,52,46,Nicolas Kiefer,2006
1,18,9,175,173,146,146,0.42,0.5,FRA,PER,1,4,26,45,204,209,0.78,0.63,0.63,0.7,m,0.59,0.38,Paul-Henri Mathieu,Luis Horna,7-6(2) 7-6(7) 6-1,0.44,0.28,Third,0.61,0.39,123,91,49,36,Paul-Henri Mathieu,2006
1,12,12,188,183,143,143,0.24,0.43,SVK,RUS,5,6,63,72,217,210,0.61,0.66,0.56,0.58,m,0.52,0.74,Dominik Hrbaty,Igor Andreev,1-6 6-4 6-3 2-6 6-4,0.41,0.41,Third,0.57,0.48,160,160,32,47,Dominik Hrbaty,2006
1,4,5,176,176,146,146,0.36,0,ARG,BEL,3,5,16,44,194,201,0.79,0.68,0.55,0.65,m,0.74,0.69,Juan Ignacio Chela,Kristof Vliegen,6-1 6-4 6-4,0.43,0.31,Third,0.58,0.38,101,76,19,41,Juan Ignacio Chela,2006
1,18,21,186,188,149,149,0.5,1,GER,AUS,1,2,30,30,204,207,0.81,0.72,0.6,0.6,m,0.75,0.72,Tommy Haas,Peter Luczak,4-6 6-3 6-4 6-4,0.35,0.27,Third,0.62,0.54,123,105,55,48,Tommy Haas,2006
1,7,0,191,138,141,141,0.35,0.55,FRA,ARG,8,23,48,48,215,201,0.73,0.61,0.51,0.64,m,0.63,0.73,Sebastien Grosjean,Guillermo Coria,6-2 6-2 3-6 6-4,0.52,0.44,Third,0.4,0.26,128,109,46,23,Sebastien Grosjean,2006
1,4,17,173,191,156,156,0.28,0.33,RUS,AUS,2,6,38,61,212,213,0.74,0.7,0.75,0.62,m,0.83,0.63,Nikolay Davydenko,Nathan Healey,6-2 5-7 6-4 7-5,0.41,0.26,Third,0.71,0.41,144,116,47,42,Nikolay Davydenko,2006
1,17,5,209,178,149,149,0.86,,USA,FRA,1,3,16,31,226,210,0.86,0.49,0.6,0.59,m,0.77,0.44,Andy Roddick,Julien Benneteau,6-1 6-2 6-2,0.56,0.23,Third,0.64,0.38,81,40,28,13,Andy Roddick,2006
1,6,3,176,178,125,125,0.37,0.31,ARG,FIN,3,1,52,39,193,201,0.63,0.58,0.65,0.68,m,0.74,0.48,David Nalbandian,Jarkko Nieminen,2-6 6-3 6-2 7-5,0.46,0.39,Third,0.58,0.45,141,121,54,33,David Nalbandian,2006
1,0,3,162,173,148,148,0.46,0.5,ESP,CRO,2,5,16,35,186,207,0.65,0.54,0.71,0.66,m,0.42,0.58,David Ferrer,Mario Ancic,6-3 6-3 6-3,0.48,0.37,Third,0.58,0.48,94,76,20,24,David Ferrer,2006
1,9,4,188,176,133,133,0.4,0,SWE,FRA,1,2,27,34,220,202,0.85,0.7,0.58,0.45,m,0.6,0.37,Thomas Johansson,Gilles Simon,6-3 6-2 6-1,0.46,0.28,Third,0.53,0.41,89,65,33,20,Thomas Johansson,2006
1,5,0,180,164,127,127,0.73,0.67,CYP,GER,3,4,17,28,202,197,0.67,0.45,0.55,0.62,m,0.74,0.48,Marcos Baghdatis,Denis Gremelmayr,6-2 6-1 6-2,0.59,0.36,Third,0.6,0.35,82,52,27,13,Marcos Baghdatis,2006
1,9,6,186,193,154,154,0.31,0.2,ESP,USA,6,8,14,46,209,218,0.78,0.7,0.57,0.52,m,0.75,0.67,Tommy Robredo,James Blake,6-3 6-4 6-4,0.43,0.28,Third,0.65,0.43,103,79,24,34,Tommy Robredo,2006
1,9,1,170,180,141,141,0.62,0.28,FRA,ARG,5,3,19,37,194,202,0.67,0.63,0.55,0.6,m,0.63,0.73,Fabrice Santoro,Gaston Gaudio,6-3 6-2 5-7 1-6 6-4,0.43,0.44,Third,0.43,0.47,156,152,62,73,Fabrice Santoro,2006
1,10,12,197,199,164,164,0.29,0.2,CRO,ESP,4,8,23,41,225,218,0.83,0.7,0.55,0.56,m,0.6,0.57,Ivan Ljubicic,Feliciano Lopez,7-5 7-6(5) 6-0,0.44,0.3,Third,0.53,0.38,119,94,38,32,Ivan Ljubicic,2006
1,10,13,173,188,159,159,0.43,0,AUS,BIH,6,6,31,47,215,222,0.74,0.82,0.6,0.55,m,0.63,0.57,Nathan Healey,Amer Delic,6-4 6-7(4) 6-3 6-4,0.3,0.3,Second,0.63,0.54,134,121,35,41,Nathan Healey,2006
1,10,9,,,,,0.32,0.38,BEL,ESP,2,20,51,69,,,0.68,0.67,0.67,0.6,m,0.55,0.7,Kristof Vliegen,Fernando Verdasco,3-6 6-2 7-6(4) 7-5,0.43,0.41,Second,0.41,0.42,152,149,34,54,Kristof Vliegen,2006
1,6,8,183,170,139,139,0.38,0.31,ARG,AUS,0,3,34,62,197,205,0.63,0.65,0.64,0.55,m,0.62,0.72,Juan Ignacio Chela,Lleyton Hewitt,6-4 6-4 6-7(8) 6-2,0.45,0.36,Second,0.64,0.43,147,128,49,63,Juan Ignacio Chela,2006
1,9,11,,,,,0.56,0.45,RUS,NED,4,3,48,49,,,0.7,0.68,0.68,0.58,m,0.56,0.76,Igor Andreev,Raemon Sluiter,3-6 6-3 7-6(4) 2-6 6-2,0.37,0.36,Second,0.52,0.58,145,140,45,35,Igor Andreev,2006
1,22,9,176,160,136,136,0.5,0.5,AUS,BEL,3,12,44,46,207,180,0.75,0.73,0.69,0.59,m,0.55,0.77,Peter Luczak,Olivier Rochus,6-7(4) 6-4 6-1 6-7(1) 6-1,0.39,0.33,Second,0.5,0.44,155,135,60,44,Peter Luczak,2006
